person,personLabel,birthDate,genderLabel,partyLabel,start,end,positionLabel,cityLabel
http://www.wikidata.org/entity/Q1443231,Frank Fasi,1920-08-27T00:00:00Z,male,Democratic Party,1985-01-02T00:00:00Z,1994-09-01T00:00:00Z,Mayor of Honolulu,Honolulu County
http://www.wikidata.org/entity/Q1443231,Frank Fasi,1920-08-27T00:00:00Z,male,Best Party of Hawaii,1985-01-02T00:00:00Z,1994-09-01T00:00:00Z,Mayor of Honolulu,Honolulu County
http://www.wikidata.org/entity/Q19975024,Frank Fuller Olney,1851-03-12T00:00:00Z,male,Republican Party,1894-01-01T00:00:00Z,1896-01-01T00:00:00Z,"Mayor of Providence, Rhode Island",Providence
http://www.wikidata.org/entity/Q5486737,Frank G. Jackson,1946-10-04T00:00:00Z,male,Democratic Party,2006-01-02T00:00:00Z,2022-01-02T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q24250,Frank Guinta,1970-09-26T00:00:00Z,male,Republican Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Manchester, New Hampshire",Manchester
http://www.wikidata.org/entity/Q3082638,Frank Hague,1876-01-17T00:00:00Z,male,Democratic Party,1917-05-15T00:00:00Z,1947-06-17T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q15998498,Frank Hague Eggers,1901-02-22T00:00:00Z,male,Democratic Party,1947-06-17T00:00:00Z,1949-05-16T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q492216,Frank J. Corr,1877-01-12T00:00:00Z,male,Democratic Party,1933-03-15T00:00:00Z,1933-04-08T00:00:00Z,Mayor of Chicago,Chicago
http://www.wikidata.org/entity/Q5487817,Frank L. Shaw,1877-02-01T00:00:00Z,male,Republican Party,1933-07-01T00:00:00Z,1938-09-16T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q888606,Frank Lausche,1895-11-14T00:00:00Z,male,Democratic Party,1942-01-01T00:00:00Z,1945-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q887724,Frank Murphy,1890-04-13T00:00:00Z,male,Democratic Party,1930-09-23T00:00:00Z,1933-05-10T00:00:00Z,"Mayor of Detroit, Michigan",Detroit
http://www.wikidata.org/entity/Q1443883,Frank O. Briggs,1851-08-12T00:00:00Z,male,Republican Party,1899-01-01T00:00:00Z,1902-01-01T00:00:00Z,"Mayor of Trenton, New Jersey",Trenton
http://www.wikidata.org/entity/Q27531771,Frank Raymond Fischl Jr.,1926-10-25T00:00:00Z,male,Republican Party,1978-01-01T00:00:00Z,1982-01-01T00:00:00Z,"Mayor of Allentown, Pennsylvania",Allentown
http://www.wikidata.org/entity/Q5489233,Frank Rizzo,1920-10-23T00:00:00Z,male,Republican Party,1972-01-03T00:00:00Z,1980-01-07T00:00:00Z,"Mayor of Philadelphia, Pennsylvania",Philadelphia
http://www.wikidata.org/entity/Q5489233,Frank Rizzo,1920-10-23T00:00:00Z,male,Democratic Party,1972-01-03T00:00:00Z,1980-01-07T00:00:00Z,"Mayor of Philadelphia, Pennsylvania",Philadelphia
http://www.wikidata.org/entity/Q5490545,Frank Zeidler,1912-09-20T00:00:00Z,male,Socialist Party of America,1948-01-01T00:00:00Z,1960-01-01T00:00:00Z,Mayor of Milwaukee,Milwaukee
http://www.wikidata.org/entity/Q3082937,Franklin Edson,1832-04-05T00:00:00Z,male,Democratic Party,1883-01-01T00:00:00Z,1884-12-31T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q5491730,Franklin P. Backus,1913-12-22T00:00:00Z,male,Democratic Party,1949-01-01T00:00:00Z,1952-01-01T00:00:00Z,"Mayor of Alexandria, Virginia",Alexandria
http://www.wikidata.org/entity/Q17183061,Fred A. Graber,1895-01-04T00:00:00Z,male,Republican Party,1941-01-01T00:00:00Z,1944-01-01T00:00:00Z,"Mayor of Tarrytown, New York",Tarrytown
http://www.wikidata.org/entity/Q187756,Fred Ewing Lewis,1865-02-08T00:00:00Z,male,Republican Party,1896-01-01T00:00:00Z,1899-01-01T00:00:00Z,"Mayor of Allentown, Pennsylvania",Allentown
http://www.wikidata.org/entity/Q187756,Fred Ewing Lewis,1865-02-08T00:00:00Z,male,Republican Party,1902-01-01T00:00:00Z,1905-01-01T00:00:00Z,"Mayor of Allentown, Pennsylvania",Allentown
http://www.wikidata.org/entity/Q187756,Fred Ewing Lewis,1865-02-08T00:00:00Z,male,Republican Party,1932-01-01T00:00:00Z,1936-01-01T00:00:00Z,"Mayor of Allentown, Pennsylvania",Allentown
http://www.wikidata.org/entity/Q5495469,Fred Hofheinz,1938-03-15T00:00:00Z,male,Democratic Party,1974-01-01T00:00:00Z,1978-01-01T00:00:00Z,Mayor of Houston,Houston
http://www.wikidata.org/entity/Q5498827,Frederic T. Woodman,1872-06-28T00:00:00Z,male,Republican Party,1916-09-05T00:00:00Z,1919-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q1452769,Frederick A. Schroeder,1833-03-09T00:00:00Z,male,Republican Party,1875-01-01T00:00:00Z,1878-01-01T00:00:00Z,"Mayor of Brooklyn, New York",Brooklyn
http://www.wikidata.org/entity/Q5497707,Frederick Eaton,1856-09-23T00:00:00Z,male,Republican Party,1898-12-15T00:00:00Z,1900-12-12T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q5498217,Frederick Kohler,1864-05-02T00:00:00Z,male,Republican Party,1923-01-01T00:00:00Z,1923-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q5498957,Frederick W. Pelton,1827-03-24T00:00:00Z,male,Republican Party,1872-01-01T00:00:00Z,1872-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q5498939,Frederick William Donnelly,1866-10-14T00:00:00Z,male,Democratic Party,1911-01-01T00:00:00Z,1932-01-01T00:00:00Z,"Mayor of Trenton, New Jersey",Trenton
http://www.wikidata.org/entity/Q5524994,Gary Doty,1948-01-01T00:00:00Z,male,Democratic Party,1992-01-01T00:00:00Z,2004-01-05T00:00:00Z,"Mayor of Duluth, Minnesota",Duluth
http://www.wikidata.org/entity/Q5524994,Gary Doty,1948-01-01T00:00:00Z,male,Minnesota Democratic–Farmer–Labor Party,1992-01-01T00:00:00Z,2004-01-05T00:00:00Z,"Mayor of Duluth, Minnesota",Duluth
http://www.wikidata.org/entity/Q5525464,Gary Leitzell,1961-01-01T00:00:00Z,male,independent politician,2010-01-04T00:00:00Z,2014-01-04T00:00:00Z,"Mayor of Dayton, Ohio",Dayton
http://www.wikidata.org/entity/Q5525464,Gary Leitzell,1961-01-01T00:00:00Z,male,independent politician,2010-01-04T00:00:00Z,2014-01-04T00:00:00Z,"Mayor of Dayton, Ohio",City of Dayton
http://www.wikidata.org/entity/Q461391,Gavin Newsom,1967-10-10T00:00:00Z,male,Democratic Party,2004-01-08T00:00:00Z,2011-01-10T00:00:00Z,mayor of San Francisco,City and County of San Francisco
http://www.wikidata.org/entity/Q20963351,George A. Brackett,1836-09-16T00:00:00Z,male,Republican Party,1873-04-08T00:00:00Z,1874-04-14T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q5536146,George Alexander,1839-09-21T00:00:00Z,male,Democratic Party,1909-03-26T00:00:00Z,1913-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q20980349,George Alfred Pillsbury,1816-08-29T00:00:00Z,male,Republican Party,1884-04-08T00:00:00Z,1886-04-13T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q5536568,George B. McClellan Jr.,1865-11-23T00:00:00Z,male,Democratic Party,1904-01-01T00:00:00Z,1909-12-31T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q23582974,George Breisacher,1865-01-01T00:00:00Z,male,Democratic Party,1912-01-01T00:00:00Z,1913-01-01T00:00:00Z,"Mayor of Bergenfield, New Jersey",Bergenfield
http://www.wikidata.org/entity/Q5538727,George E. Cryer,1875-05-13T00:00:00Z,male,Republican Party,1921-07-01T00:00:00Z,1929-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q1270692,George E. Hood,1875-01-25T00:00:00Z,male,Democratic Party,1901-01-01T00:00:00Z,1907-01-01T00:00:00Z,"Mayor of Goldsboro, North Carolina",Goldsboro
http://www.wikidata.org/entity/Q28115340,George E. Wallace,1938-11-23T00:00:00Z,male,Democratic Party,2013-10-04T00:00:00Z,2016-07-01T00:00:00Z,"Mayor of Hampton, Virginia",Hampton
http://www.wikidata.org/entity/Q20643073,George Gonzales,1938-01-05T00:00:00Z,male,Democratic Party,1968-01-01T00:00:00Z,1972-01-01T00:00:00Z,Alcalde-Mayor of Santa Fe,Santa Fe
http://www.wikidata.org/entity/Q23618222,George Henry Steil Sr.,1861-03-29T00:00:00Z,male,Democratic Party,1906-01-01T00:00:00Z,1910-01-01T00:00:00Z,"Mayor of Hoboken, New Jersey",Hoboken
http://www.wikidata.org/entity/Q16018603,George M. Sullivan,1922-03-31T00:00:00Z,male,Republican Party,1967-01-01T00:00:00Z,1982-01-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage
http://www.wikidata.org/entity/Q5542584,George Montgomery Scott,1835-07-27T00:00:00Z,male,Liberal Party,1890-01-01T00:00:00Z,1892-01-01T00:00:00Z,"Mayor of Salt Lake City, Utah",Salt Lake City
http://www.wikidata.org/entity/Q705708,George Moscone,1929-11-24T00:00:00Z,male,Democratic Party,1976-01-08T00:00:00Z,1978-11-27T00:00:00Z,mayor of San Francisco,City and County of San Francisco
http://www.wikidata.org/entity/Q5542992,George Oakes,1861-10-27T00:00:00Z,male,Democratic Party,1893-01-01T00:00:00Z,1897-01-01T00:00:00Z,Mayor of Chattanooga,Chattanooga
http://www.wikidata.org/entity/Q3101809,George Opdyke,1805-12-07T00:00:00Z,male,Republican Party,1862-01-01T00:00:00Z,1864-01-01T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q11676,George Pataki,1945-06-24T00:00:00Z,male,Republican Party,1981-01-01T00:00:00Z,1984-01-01T00:00:00Z,mayor of a place in New York,New York
http://www.wikidata.org/entity/Q5543619,George R. Dale,1867-02-05T00:00:00Z,male,Democratic Party,1930-01-01T00:00:00Z,1935-01-01T00:00:00Z,"Mayor of Muncie, Indiana",Muncie
http://www.wikidata.org/entity/Q104794605,George Sietsema,1918-04-01T00:00:00Z,male,Democratic Party,1985-01-01T00:00:00Z,1987-01-01T00:00:00Z,"Mayor of Wyoming, Michigan",Wyoming
http://www.wikidata.org/entity/Q5545430,George Vaara,1899-05-26T00:00:00Z,male,Republican Party,1940-01-01T00:00:00Z,1941-01-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage
http://www.wikidata.org/entity/Q529873,George Voinovich,1936-07-15T00:00:00Z,male,Republican Party,1980-01-01T00:00:00Z,1989-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q222512,George W. Cromer,1856-05-13T00:00:00Z,male,Republican Party,1895-01-01T00:00:00Z,1899-01-01T00:00:00Z,"Mayor of Muncie, Indiana",Muncie
http://www.wikidata.org/entity/Q5545629,George Wilkins Guthrie,1848-09-05T00:00:00Z,male,Democratic Party,1906-04-02T00:00:00Z,1909-04-05T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh
http://www.wikidata.org/entity/Q5546302,George William Brown,1812-10-13T00:00:00Z,male,Constitutional Union Party,1860-11-12T00:00:00Z,1861-09-12T00:00:00Z,Mayor of Baltimore,Baltimore
http://www.wikidata.org/entity/Q16887119,George Wuerch,1936-01-01T00:00:00Z,male,Republican Party,2000-07-01T00:00:00Z,2003-07-01T00:00:00Z,"Mayor of Anchorage, Alaska",Anchorage
http://www.wikidata.org/entity/Q4123585,Gerald Jennings,1948-07-31T00:00:00Z,male,Democratic Party,1994-01-01T00:00:00Z,2013-12-31T00:00:00Z,"Mayor of Albany, New York",Albany
http://www.wikidata.org/entity/Q5549389,Gerald McCann,1950-03-20T00:00:00Z,male,Democratic Party,1981-07-01T00:00:00Z,1985-06-30T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q5549389,Gerald McCann,1950-03-20T00:00:00Z,male,Democratic Party,1989-07-01T00:00:00Z,1992-02-13T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q5560861,Gilbert Collins,1846-08-26T00:00:00Z,male,Republican Party,1884-05-05T00:00:00Z,1886-05-02T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q5568303,Glenda Hood,1950-03-10T00:00:00Z,female,Republican Party,1992-11-01T00:00:00Z,2003-02-26T00:00:00Z,"Mayor of Orlando, Florida",Orlando
http://www.wikidata.org/entity/Q5568745,Glenn Dale Cunningham,1943-09-16T00:00:00Z,male,Democratic Party,2001-07-01T00:00:00Z,2004-05-25T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q22975471,Gordon H. Paquette,1916-11-25T00:00:00Z,male,Democratic Party,1971-04-06T00:00:00Z,1981-04-06T00:00:00Z,"Mayor of Burlington, Vermont",Burlington
http://www.wikidata.org/entity/Q5585769,Gordon Stanley Clinton,1920-04-13T00:00:00Z,male,Republican Party,1956-01-01T00:00:00Z,1964-01-01T00:00:00Z,Mayor of Seattle,Seattle
http://www.wikidata.org/entity/Q13225564,Greg Fischer,1958-01-14T00:00:00Z,male,Democratic Party,2011-01-01T00:00:00Z,2023-01-01T00:00:00Z,"Mayor of Louisville, Kentucky",Louisville
http://www.wikidata.org/entity/Q14950495,Greg Lashutka,1944-03-28T00:00:00Z,male,Republican Party,1992-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Mayor of Columbus, Ohio",Columbus
http://www.wikidata.org/entity/Q126910689,Greg Lopez,1964-06-07T00:00:00Z,male,Republican Party,1992-01-01T00:00:00Z,1996-01-01T00:00:00Z,mayor of a place in Colorado,Colorado
http://www.wikidata.org/entity/Q330519,Greg Nickels,1955-08-07T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2009-12-31T00:00:00Z,Mayor of Seattle,Seattle
http://www.wikidata.org/entity/Q5606289,Greg Stanton,1970-03-08T00:00:00Z,male,Democratic Party,2012-01-03T00:00:00Z,2018-05-29T00:00:00Z,Mayor of Phoenix,Phoenix
http://www.wikidata.org/entity/Q35171,Grover Cleveland,1837-03-18T00:00:00Z,male,Democratic Party,1882-01-02T00:00:00Z,1882-11-20T00:00:00Z,"Mayor of Buffalo, New York",Buffalo
http://www.wikidata.org/entity/Q5621238,Gustav Tafel,1830-10-13T00:00:00Z,male,Democratic Party,1897-01-01T00:00:00Z,1900-01-01T00:00:00Z,"mayor of Cincinnati, Ohio",Cincinnati
http://www.wikidata.org/entity/Q13562416,Gwendolyn Faison,1925-02-14T00:00:00Z,female,Democratic Party,2000-12-22T00:00:00Z,2010-01-05T00:00:00Z,"Mayor of Camden, New Jersey",Camden
http://www.wikidata.org/entity/Q164227,H. A. Boucher,1921-01-27T00:00:00Z,male,Democratic Party,1966-01-01T00:00:00Z,1970-01-01T00:00:00Z,"Mayor of Fairbanks, Alaska",Fairbanks
http://www.wikidata.org/entity/Q1562567,H. Clay Evans,1843-06-18T00:00:00Z,male,Republican Party,1882-01-01T00:00:00Z,1883-01-01T00:00:00Z,Mayor of Chattanooga,Chattanooga
http://www.wikidata.org/entity/Q5628210,H. Edward Knox,1937-01-22T00:00:00Z,male,Republican Party,1979-01-01T00:00:00Z,1983-01-01T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte
http://www.wikidata.org/entity/Q5628210,H. Edward Knox,1937-01-22T00:00:00Z,male,Democratic Party,1979-01-01T00:00:00Z,1983-01-01T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte
http://www.wikidata.org/entity/Q5628535,H. Russell Albee,1867-09-08T00:00:00Z,male,Progressive Party,1913-06-01T00:00:00Z,1917-07-01T00:00:00Z,"Mayor of Portland, Oregon",Portland
http://www.wikidata.org/entity/Q85470519,H. Wirt Newkirk,1854-08-01T00:00:00Z,male,Republican Party,1931-01-01T00:00:00Z,1933-01-01T00:00:00Z,"Mayor of Ann Arbor, Michigan",Ann Arbor
http://www.wikidata.org/entity/Q1229433,Hamilton G. Ewart,1849-10-23T00:00:00Z,male,Republican Party,1878-01-01T00:00:00Z,1879-01-01T00:00:00Z,"Mayor of Hendersonville, North Carolina",Hendersonville
http://www.wikidata.org/entity/Q64743933,Hardie Davis,1968-12-05T00:00:00Z,male,Democratic Party,2015-01-01T00:00:00Z,2022-12-31T00:00:00Z,"Mayor of Augusta, Georgia",Augusta
http://www.wikidata.org/entity/Q5659162,Harmon S. Cutting,1830-01-01T00:00:00Z,male,Democratic Party,1882-12-29T00:00:00Z,1883-01-16T00:00:00Z,"Mayor of Buffalo, New York",Buffalo
http://www.wikidata.org/entity/Q507177,Harold Hitz Burton,1888-06-22T00:00:00Z,male,Republican Party,1936-01-01T00:00:00Z,1941-01-02T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q5662226,Harold Roe Bartle,1901-06-25T00:00:00Z,male,Democratic Party,1955-01-01T00:00:00Z,1963-01-01T00:00:00Z,"Mayor of Kansas City, Missouri",Kansas City
http://www.wikidata.org/entity/Q295584,Harold Washington,1922-04-15T00:00:00Z,male,Democratic Party,1983-04-29T00:00:00Z,1987-11-25T00:00:00Z,Mayor of Chicago,Chicago
http://www.wikidata.org/entity/Q60540203,Harper Peterson,1948-12-16T00:00:00Z,male,Democratic Party,2001-01-01T00:00:00Z,2003-01-01T00:00:00Z,"Mayor of Wilmington, North Carolina",Wilmington
http://www.wikidata.org/entity/Q16935096,Harry B. Luthi,1933-01-01T00:00:00Z,male,Republican Party,1982-11-11T00:00:00Z,1983-06-13T00:00:00Z,"Mayor of Greenville, South Carolina",Greenville
http://www.wikidata.org/entity/Q16017894,"Harry E. Rodenhizer, Jr",1927-12-20T00:00:00Z,male,Republican Party,1979-01-01T00:00:00Z,1981-01-01T00:00:00Z,"Mayor of Durham, North Carolina",Durham
http://www.wikidata.org/entity/Q16017894,"Harry E. Rodenhizer, Jr",1927-12-20T00:00:00Z,male,Republican Party,1991-01-01T00:00:00Z,1993-01-01T00:00:00Z,"Mayor of Durham, North Carolina",Durham
http://www.wikidata.org/entity/Q61638134,Harry Fritchman,1865-02-10T00:00:00Z,male,Republican Party,1911-01-01T00:00:00Z,1912-01-01T00:00:00Z,"Mayor of Boise, Idaho",Boise
http://www.wikidata.org/entity/Q5670272,Harry Kim,1939-01-01T00:00:00Z,male,Republican Party,2000-12-01T00:00:00Z,2008-12-01T00:00:00Z,Mayor of Hawaii County,Hawaii County
http://www.wikidata.org/entity/Q374969,Harry Lyman Davis,1878-01-25T00:00:00Z,male,Republican Party,1919-01-01T00:00:00Z,1919-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q374969,Harry Lyman Davis,1878-01-25T00:00:00Z,male,Republican Party,1935-01-01T00:00:00Z,1935-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q1586688,Harry P. Cain,1906-01-10T00:00:00Z,male,Republican Party,1940-01-01T00:00:00Z,1946-06-15T00:00:00Z,"Mayor of Tacoma, Washington",Tacoma
http://www.wikidata.org/entity/Q5677111,Harvey Cloyd Philpott,1909-04-06T00:00:00Z,male,Democratic Party,1945-01-01T00:00:00Z,1949-01-01T00:00:00Z,"Mayor of Lexington, North Carolina",Lexington
http://www.wikidata.org/entity/Q5677199,Harvey Gantt,1943-01-14T00:00:00Z,male,Democratic Party,1983-01-01T00:00:00Z,1987-01-01T00:00:00Z,"Mayor of Charlotte, North Carolina",Charlotte
http://www.wikidata.org/entity/Q13360565,Heather Fargo,1952-12-12T00:00:00Z,female,Democratic Party,2000-11-01T00:00:00Z,2008-12-01T00:00:00Z,mayor of Sacramento,Sacramento
http://www.wikidata.org/entity/Q63456662,Heather Somers,1966-04-22T00:00:00Z,female,Republican Party,2012-01-01T00:00:00Z,2014-01-01T00:00:00Z,"Mayor of Groton, Connecticut",Groton
http://www.wikidata.org/entity/Q5717042,Henry A. Weaver,1820-04-01T00:00:00Z,male,Republican Party,1857-01-16T00:00:00Z,1860-01-06T00:00:00Z,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh
http://www.wikidata.org/entity/Q15876246,Henry Atkins,1827-01-01T00:00:00Z,male,Republican Party,1869-12-02T00:00:00Z,1871-07-31T00:00:00Z,Mayor of Seattle,Seattle
http://www.wikidata.org/entity/Q5628066,Henry Bishop Brodess,1830-01-01T00:00:00Z,male,Republican Party,1876-04-03T00:00:00Z,1881-10-20T00:00:00Z,"Mayor of Ashland, Kentucky",Ashland
http://www.wikidata.org/entity/Q3132719,Henry David Cooke,1825-11-23T00:00:00Z,male,Republican Party,1871-02-28T00:00:00Z,1873-09-13T00:00:00Z,Mayor of the District of Columbia,District of Columbia
http://www.wikidata.org/entity/Q5720108,Henry Dickinson Lindsley,1872-02-29T00:00:00Z,male,Democratic Party,1915-01-01T00:00:00Z,1917-01-01T00:00:00Z,"Mayor of Dallas, Texas",Dallas
http://www.wikidata.org/entity/Q5727715,Henry H. Rose,1856-01-01T00:00:00Z,male,Republican Party,1913-07-01T00:00:00Z,1915-07-01T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q5723667,Henry J. Hopper,1830-03-10T00:00:00Z,male,Democratic Party,1878-05-06T00:00:00Z,1880-05-02T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q5725792,Henry Mellus,1816-08-24T00:00:00Z,male,Democratic Party,1860-05-09T00:00:00Z,1860-12-26T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q5628453,Henry Otto Wittpenn,1871-10-23T00:00:00Z,male,Democratic Party,1908-01-01T00:00:00Z,1913-06-16T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q9287884,Henry T. Hazard,1844-07-30T00:00:00Z,male,Republican Party,1889-02-25T00:00:00Z,1892-12-05T00:00:00Z,Mayor of the City of Los Angeles,Los Angeles
http://www.wikidata.org/entity/Q5729280,Henry Traphagen,1842-06-01T00:00:00Z,male,Democratic Party,1874-05-04T00:00:00Z,1876-04-30T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q5732838,Herb Bergson,1956-09-18T00:00:00Z,male,Democratic Party,2004-01-05T00:00:00Z,2008-01-07T00:00:00Z,"Mayor of Duluth, Minnesota",Duluth
http://www.wikidata.org/entity/Q5732838,Herb Bergson,1956-09-18T00:00:00Z,male,Minnesota Democratic–Farmer–Labor Party,2004-01-05T00:00:00Z,2008-01-07T00:00:00Z,"Mayor of Duluth, Minnesota",Duluth
http://www.wikidata.org/entity/Q5739589,Herman C. Baehr,1866-03-16T00:00:00Z,male,Republican Party,1911-01-01T00:00:00Z,1911-12-31T00:00:00Z,mayor of Cleveland,Cleveland
http://www.wikidata.org/entity/Q5740251,Herman T. Tripp,1859-08-06T00:00:00Z,male,Republican Party,1906-01-01T00:00:00Z,1907-01-01T00:00:00Z,"Mayor of Juneau, Alaska",Juneau
http://www.wikidata.org/entity/Q5744313,Herschel Lashkowitz,1918-04-02T00:00:00Z,male,Democratic Party,1954-01-01T00:00:00Z,1974-01-01T00:00:00Z,"Mayor of Fargo, North Dakota",Fargo
http://www.wikidata.org/entity/Q5901584,Horace C. Spencer,1832-07-01T00:00:00Z,male,Republican Party,1908-01-01T00:00:00Z,1909-01-01T00:00:00Z,Mayor of the City of Flint,Flint
http://www.wikidata.org/entity/Q16095729,Howard Nathaniel Lee,1934-07-28T00:00:00Z,male,Democratic Party,1969-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Chapel Hill, North Carolina",Chapel Hill
http://www.wikidata.org/entity/Q5921176,Howard W. Peak,1948-01-01T00:00:00Z,male,Republican Party,1997-06-01T00:00:00Z,2001-05-31T00:00:00Z,Mayor of San Antonio,San Antonio
http://www.wikidata.org/entity/Q209989,Hubert Humphrey,1911-05-27T00:00:00Z,male,Democratic Party,1945-01-01T00:00:00Z,1948-01-01T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q209989,Hubert Humphrey,1911-05-27T00:00:00Z,male,Minnesota Democratic–Farmer–Labor Party,1945-01-01T00:00:00Z,1948-01-01T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q20963416,Hugh G. Harrison,1822-04-23T00:00:00Z,male,Republican Party,1868-04-14T00:00:00Z,1869-04-13T00:00:00Z,Mayor of Minneapolis,Minneapolis
http://www.wikidata.org/entity/Q5931233,Hugh J. Grant,1858-09-10T00:00:00Z,male,Democratic Party,1889-01-01T00:00:00Z,1892-12-31T00:00:00Z,Mayor of New York City,New York City
http://www.wikidata.org/entity/Q5931360,Hugh Kennedy,1810-07-01T00:00:00Z,male,Democratic Party,1865-03-21T00:00:00Z,1865-05-05T00:00:00Z,Mayor of New Orleans,New Orleans
http://www.wikidata.org/entity/Q5931360,Hugh Kennedy,1810-07-01T00:00:00Z,male,Democratic Party,1865-06-28T00:00:00Z,1866-03-18T00:00:00Z,Mayor of New Orleans,New Orleans
http://www.wikidata.org/entity/Q61162105,Hugh M. Caldwell,1881-06-07T00:00:00Z,male,Republican Party,1920-03-15T00:00:00Z,1922-06-04T00:00:00Z,Mayor of Seattle,Seattle
http://www.wikidata.org/entity/Q14916247,Hugh O'Brien,1827-07-13T00:00:00Z,male,Democratic Party,1885-01-05T00:00:00Z,1889-01-07T00:00:00Z,Mayor of Boston,Boston
http://www.wikidata.org/entity/Q100752980,I. Sparks,1866-05-31T00:00:00Z,male,Republican Party,1902-01-01T00:00:00Z,1904-01-01T00:00:00Z,Alcalde-Mayor of Santa Fe,Santa Fe
http://www.wikidata.org/entity/Q6033294,Ingrid Sheldon,1945-01-01T00:00:00Z,female,Republican Party,1993-01-01T00:00:00Z,2000-01-01T00:00:00Z,"Mayor of Ann Arbor, Michigan",Ann Arbor
http://www.wikidata.org/entity/Q432617,Isaac Lawrence Milliken,1815-08-29T00:00:00Z,male,Democratic Party,1854-03-15T00:00:00Z,1855-03-13T00:00:00Z,Mayor of Chicago,Chicago
http://www.wikidata.org/entity/Q6077277,Isaac William Taussig,1850-07-30T00:00:00Z,male,Democratic Party,1880-05-03T00:00:00Z,1884-05-04T00:00:00Z,"Mayor of Jersey City, New Jersey",Jersey City
http://www.wikidata.org/entity/Q13562439,Isabella Cannon,1904-05-12T00:00:00Z,female,Democratic Party,1977-12-01T00:00:00Z,1979-10-01T00:00:00Z,"Mayor of Raleigh, North Carolina",Raleigh
http://www.wikidata.org/entity/Q14926800,"Ivan Allen, Jr.",1911-03-15T00:00:00Z,male,Democratic Party,1962-01-01T00:00:00Z,1970-01-01T00:00:00Z,"Mayor of Atlanta, Georgia",Atlanta
http://www.wikidata.org/entity/Q17721870,Ivy Taylor,1970-06-17T00:00:00Z,female,Democratic Party,2014-07-22T00:00:00Z,2017-06-21T00:00:00Z,Mayor of San Antonio,San Antonio
http://www.wikidata.org/entity/Q5891705,J. Erik Jonsson,1901-09-06T00:00:00Z,male,Republican Party,1964-01-01T00:00:00Z,1971-01-01T00:00:00Z,"Mayor of Dallas, Texas",Dallas
