personLabel,birthDate,genderLabel,partyLabel,start,end,positionLabel,cityLabel,eduLabel,eduTypeLabel
Joseph Griffo,1956-01-16T00:00:00Z,male,Republican Party,1992-01-01T00:00:00Z,2003-01-01T00:00:00Z,"Mayor of Rome, New York",Rome,State University of New York at Brockport,university
Joseph Griffo,1956-01-16T00:00:00Z,male,Republican Party,1992-01-01T00:00:00Z,2003-01-01T00:00:00Z,"Mayor of Rome, New York",Rome,State University of New York at Brockport,public educational institution of the United States
Joseph H. Lawler,1884-04-24T00:00:00Z,male,Democratic Party,1914-01-01T00:00:00Z,1916-01-01T00:00:00Z,"Mayor of Hartford, Connecticut",Hartford,Georgetown University College of Arts & Sciences,constituent college
Joseph H. Lawler,1884-04-24T00:00:00Z,male,Democratic Party,1914-01-01T00:00:00Z,1916-01-01T00:00:00Z,"Mayor of Hartford, Connecticut",Hartford,Hartford Public High School,high school
Joseph H. Lawler,1884-04-24T00:00:00Z,male,Democratic Party,1914-01-01T00:00:00Z,1916-01-01T00:00:00Z,"Mayor of Hartford, Connecticut",Hartford,Harvard Law School,law school
Joseph H. Lawler,1884-04-24T00:00:00Z,male,Democratic Party,1914-01-01T00:00:00Z,1916-01-01T00:00:00Z,"Mayor of Hartford, Connecticut",Hartford,Harvard Law School,publishing company
Joseph H. Lawler,1884-04-24T00:00:00Z,male,Democratic Party,1914-01-01T00:00:00Z,1916-01-01T00:00:00Z,"Mayor of Hartford, Connecticut",Hartford,Harvard Law School,graduate school
Joseph Koziura,1953-03-08T00:00:00Z,male,Democratic Party,1996-01-03T00:00:00Z,2000-01-01T00:00:00Z,"Mayor of Lorain, Ohio",Lorain,Lorain County Community College,community college
Joseph Koziura,1953-03-08T00:00:00Z,male,Democratic Party,1996-01-03T00:00:00Z,2000-01-01T00:00:00Z,"Mayor of Lorain, Ohio",Lorain,Lorain County Community College,public educational institution of the United States
"Joseph P. Riley, Jr.",1943-06-19T00:00:00Z,male,Democratic Party,1975-12-15T00:00:00Z,2016-01-11T00:00:00Z,"Mayor of Charleston, South Carolina",Charleston,Bishop England High School,high school
"Joseph P. Riley, Jr.",1943-06-19T00:00:00Z,male,Democratic Party,1975-12-15T00:00:00Z,2016-01-11T00:00:00Z,"Mayor of Charleston, South Carolina",Charleston,The Citadel,United States senior military college
Joshua J. Cohen,1973-05-31T00:00:00Z,male,Democratic Party,2009-12-07T00:00:00Z,2013-12-02T00:00:00Z,Mayor of Annapolis,Annapolis,University of Maryland,land-grant university
Joshua J. Cohen,1973-05-31T00:00:00Z,male,Democratic Party,2009-12-07T00:00:00Z,2013-12-02T00:00:00Z,Mayor of Annapolis,Annapolis,University of Maryland,publishing company
Joshua J. Cohen,1973-05-31T00:00:00Z,male,Democratic Party,2009-12-07T00:00:00Z,2013-12-02T00:00:00Z,Mayor of Annapolis,Annapolis,University of Maryland,public educational institution of the United States
Joshua J. Cohen,1973-05-31T00:00:00Z,male,Democratic Party,2009-12-07T00:00:00Z,2013-12-02T00:00:00Z,Mayor of Annapolis,Annapolis,University of Maryland,public research university
Joyce Craig,1967-03-30T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2024-01-02T00:00:00Z,"Mayor of Manchester, New Hampshire",Manchester,Manchester Memorial High School,high school
Joyce Craig,1967-03-30T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2024-01-02T00:00:00Z,"Mayor of Manchester, New Hampshire",Manchester,University of New Hampshire,land-grant university
Joyce Craig,1967-03-30T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2024-01-02T00:00:00Z,"Mayor of Manchester, New Hampshire",Manchester,University of New Hampshire,public educational institution of the United States
Joyce Craig,1967-03-30T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2024-01-02T00:00:00Z,"Mayor of Manchester, New Hampshire",Manchester,University of New Hampshire,public research university
Julián Castro,1974-09-16T00:00:00Z,male,Democratic Party,2009-06-01T00:00:00Z,2014-07-22T00:00:00Z,Mayor of San Antonio,San Antonio,Harvard Law School,law school
Julián Castro,1974-09-16T00:00:00Z,male,Democratic Party,2009-06-01T00:00:00Z,2014-07-22T00:00:00Z,Mayor of San Antonio,San Antonio,Harvard Law School,publishing company
Julián Castro,1974-09-16T00:00:00Z,male,Democratic Party,2009-06-01T00:00:00Z,2014-07-22T00:00:00Z,Mayor of San Antonio,San Antonio,Harvard Law School,graduate school
Julián Castro,1974-09-16T00:00:00Z,male,Democratic Party,2009-06-01T00:00:00Z,2014-07-22T00:00:00Z,Mayor of San Antonio,San Antonio,Stanford University,private university
Julián Castro,1974-09-16T00:00:00Z,male,Democratic Party,2009-06-01T00:00:00Z,2014-07-22T00:00:00Z,Mayor of San Antonio,San Antonio,Stanford University,research university
Julián Castro,1974-09-16T00:00:00Z,male,Democratic Party,2009-06-01T00:00:00Z,2014-07-22T00:00:00Z,Mayor of San Antonio,San Antonio,Stanford University,private not-for-profit educational institution
Julián Castro,1974-09-16T00:00:00Z,male,Democratic Party,2009-06-01T00:00:00Z,2014-07-22T00:00:00Z,Mayor of San Antonio,San Antonio,Stanford University,open-access publisher
Julián Castro,1974-09-16T00:00:00Z,male,Democratic Party,2009-06-01T00:00:00Z,2014-07-22T00:00:00Z,Mayor of San Antonio,San Antonio,Thomas Jefferson High School,high school
Julián Castro,1974-09-16T00:00:00Z,male,Democratic Party,2009-06-01T00:00:00Z,2014-07-22T00:00:00Z,Mayor of San Antonio,San Antonio,Thomas Jefferson High School,school building
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Columbia University,organization
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Columbia University,private university
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Columbia University,Colonial Colleges
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Columbia University,research university
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Columbia University,private not-for-profit educational institution
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,John P. Stevens High School,high school
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Massachusetts Institute of Technology,university
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Massachusetts Institute of Technology,institute of technology
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Massachusetts Institute of Technology,Institute of Technology
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Massachusetts Institute of Technology,space grant institution
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Massachusetts Institute of Technology,private not-for-profit educational institution
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,Massachusetts Institute of Technology,academic publisher
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,"School of International and Public Affairs, Columbia University",university
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,"School of International and Public Affairs, Columbia University",academic department
Jun H. Choi,1971-05-17T00:00:00Z,male,Democratic Party,2006-01-01T00:00:00Z,2010-01-01T00:00:00Z,"Mayor of Edison, New Jersey",Edison,"School of International and Public Affairs, Columbia University",school of international relations
Justin Wilson,1979-01-01T00:00:00Z,male,Democratic Party,2019-01-02T00:00:00Z,2025-01-02T00:00:00Z,"Mayor of Alexandria, Virginia",Alexandria,Virginia Commonwealth University,public educational institution of the United States
Justin Wilson,1979-01-01T00:00:00Z,male,Democratic Party,2019-01-02T00:00:00Z,2025-01-02T00:00:00Z,"Mayor of Alexandria, Virginia",Alexandria,Virginia Commonwealth University,public research university
Kandie Smith,1969-10-20T00:00:00Z,female,Democratic Party,2017-07-07T00:00:00Z,2017-12-12T00:00:00Z,"Mayor of Greenville, North Carolina",Greenville,Charleston Southern University,university
Kandie Smith,1969-10-20T00:00:00Z,female,Democratic Party,2017-07-07T00:00:00Z,2017-12-12T00:00:00Z,"Mayor of Greenville, North Carolina",Greenville,Charleston Southern University,church college
Kandie Smith,1969-10-20T00:00:00Z,female,Democratic Party,2017-07-07T00:00:00Z,2017-12-12T00:00:00Z,"Mayor of Greenville, North Carolina",Greenville,Charleston Southern University,private not-for-profit educational institution
Karen Freeman-Wilson,1960-10-24T00:00:00Z,female,Democratic Party,2012-01-01T00:00:00Z,2019-12-31T00:00:00Z,"Mayor of Gary, Indiana",Gary,Harvard College,college
Karen Freeman-Wilson,1960-10-24T00:00:00Z,female,Democratic Party,2012-01-01T00:00:00Z,2019-12-31T00:00:00Z,"Mayor of Gary, Indiana",Gary,Harvard Law School,law school
Karen Freeman-Wilson,1960-10-24T00:00:00Z,female,Democratic Party,2012-01-01T00:00:00Z,2019-12-31T00:00:00Z,"Mayor of Gary, Indiana",Gary,Harvard Law School,publishing company
Karen Freeman-Wilson,1960-10-24T00:00:00Z,female,Democratic Party,2012-01-01T00:00:00Z,2019-12-31T00:00:00Z,"Mayor of Gary, Indiana",Gary,Harvard Law School,graduate school
Kasim Reed,1969-06-10T00:00:00Z,male,Democratic Party,2010-01-03T00:00:00Z,2018-01-02T00:00:00Z,"Mayor of Atlanta, Georgia",Atlanta,Howard University School of Law,law school
Kasim Reed,1969-06-10T00:00:00Z,male,Democratic Party,2010-01-03T00:00:00Z,2018-01-02T00:00:00Z,"Mayor of Atlanta, Georgia",Atlanta,Westlake High School,high school
Kate Snyder,1970-01-01T00:00:00Z,female,Democratic Party,2019-01-01T00:00:00Z,2023-01-01T00:00:00Z,"Mayor of Portland, Maine",Portland,University of Southern Maine,university
Kate Snyder,1970-01-01T00:00:00Z,female,Democratic Party,2019-01-01T00:00:00Z,2023-01-01T00:00:00Z,"Mayor of Portland, Maine",Portland,University of Southern Maine,public educational institution of the United States
Kathryn J. Whitmire,1946-08-15T00:00:00Z,female,Democratic Party,1982-01-01T00:00:00Z,1992-01-01T00:00:00Z,Mayor of Houston,Houston,San Jacinto High School,high school
Kathryn J. Whitmire,1946-08-15T00:00:00Z,female,Democratic Party,1982-01-01T00:00:00Z,1992-01-01T00:00:00Z,Mayor of Houston,Houston,University of Houston,university
Kathryn J. Whitmire,1946-08-15T00:00:00Z,female,Democratic Party,1982-01-01T00:00:00Z,1992-01-01T00:00:00Z,Mayor of Houston,Houston,University of Houston,public educational institution of the United States
Kathryn J. Whitmire,1946-08-15T00:00:00Z,female,Democratic Party,1982-01-01T00:00:00Z,1992-01-01T00:00:00Z,Mayor of Houston,Houston,University of Houston C.T. Bauer College of Business,business school
Kay Granger,1943-01-18T00:00:00Z,female,Republican Party,1991-01-01T00:00:00Z,1995-01-01T00:00:00Z,"Mayor of Fort Worth, Texas",Fort Worth,Eastern Hills High School,high school
Kay Granger,1943-01-18T00:00:00Z,female,Republican Party,1991-01-01T00:00:00Z,1995-01-01T00:00:00Z,"Mayor of Fort Worth, Texas",Fort Worth,Texas Wesleyan University,university
Kay Granger,1943-01-18T00:00:00Z,female,Republican Party,1991-01-01T00:00:00Z,1995-01-01T00:00:00Z,"Mayor of Fort Worth, Texas",Fort Worth,Texas Wesleyan University,private not-for-profit educational institution
Keisha Lance Bottoms,1970-01-18T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2022-01-03T00:00:00Z,"Mayor of Atlanta, Georgia",Atlanta,Florida A&M University,school
Keisha Lance Bottoms,1970-01-18T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2022-01-03T00:00:00Z,"Mayor of Atlanta, Georgia",Atlanta,Florida A&M University,university
Keisha Lance Bottoms,1970-01-18T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2022-01-03T00:00:00Z,"Mayor of Atlanta, Georgia",Atlanta,Florida A&M University,land-grant university
Keisha Lance Bottoms,1970-01-18T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2022-01-03T00:00:00Z,"Mayor of Atlanta, Georgia",Atlanta,Florida A&M University,historically black college or university
Keisha Lance Bottoms,1970-01-18T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2022-01-03T00:00:00Z,"Mayor of Atlanta, Georgia",Atlanta,Florida A&M University,public educational institution of the United States
Keisha Lance Bottoms,1970-01-18T00:00:00Z,female,Democratic Party,2018-01-02T00:00:00Z,2022-01-03T00:00:00Z,"Mayor of Atlanta, Georgia",Atlanta,Georgia State University College of Law,law school
Keith Ingram,1955-04-12T00:00:00Z,male,Democratic Party,1987-01-01T00:00:00Z,1994-01-01T00:00:00Z,"Mayor of West Memphis, Arkansas",West Memphis,University of Mississippi,public university
Keith Ingram,1955-04-12T00:00:00Z,male,Democratic Party,1987-01-01T00:00:00Z,1994-01-01T00:00:00Z,"Mayor of West Memphis, Arkansas",West Memphis,University of Mississippi,research university
Keith Ingram,1955-04-12T00:00:00Z,male,Democratic Party,1987-01-01T00:00:00Z,1994-01-01T00:00:00Z,"Mayor of West Memphis, Arkansas",West Memphis,University of Mississippi,public educational institution of the United States
Kel Seliger,1953-06-16T00:00:00Z,male,Republican Party,1993-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Mayor of Amarillo, Texas",Amarillo,Dartmouth College,private university
Kel Seliger,1953-06-16T00:00:00Z,male,Republican Party,1993-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Mayor of Amarillo, Texas",Amarillo,Dartmouth College,Colonial Colleges
Kel Seliger,1953-06-16T00:00:00Z,male,Republican Party,1993-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Mayor of Amarillo, Texas",Amarillo,Dartmouth College,research university
Kel Seliger,1953-06-16T00:00:00Z,male,Republican Party,1993-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Mayor of Amarillo, Texas",Amarillo,Dartmouth College,private not-for-profit educational institution
Kel Seliger,1953-06-16T00:00:00Z,male,Republican Party,1993-01-01T00:00:00Z,2001-01-01T00:00:00Z,"Mayor of Amarillo, Texas",Amarillo,Dartmouth College,open-access publisher
Kenneth A. Gibson,1932-05-15T00:00:00Z,male,Democratic Party,1970-07-01T00:00:00Z,1986-07-01T00:00:00Z,"Mayor of Newark, New Jersey",Newark,Central High School,high school
Kenneth A. Gibson,1932-05-15T00:00:00Z,male,Democratic Party,1970-07-01T00:00:00Z,1986-07-01T00:00:00Z,"Mayor of Newark, New Jersey",Newark,Newark College of Engineering,engineering college
"Kenneth Cockrel, Jr.",1965-10-29T00:00:00Z,male,Democratic Party,2008-09-19T00:00:00Z,2009-05-11T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Wayne State University,public educational institution of the United States
"Kenneth Cockrel, Jr.",1965-10-29T00:00:00Z,male,Democratic Party,2008-09-19T00:00:00Z,2009-05-11T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Wayne State University,public research university
Kerry J. Donley,1956-02-01T00:00:00Z,male,Democratic Party,1996-01-01T00:00:00Z,2003-01-01T00:00:00Z,"Mayor of Alexandria, Virginia",Alexandria,Marquette University,university
Kerry J. Donley,1956-02-01T00:00:00Z,male,Democratic Party,1996-01-01T00:00:00Z,2003-01-01T00:00:00Z,"Mayor of Alexandria, Virginia",Alexandria,Marquette University,private not-for-profit educational institution
Kerry J. Donley,1956-02-01T00:00:00Z,male,Democratic Party,1996-01-01T00:00:00Z,2003-01-01T00:00:00Z,"Mayor of Alexandria, Virginia",Alexandria,University of Southern California,private university
Kerry J. Donley,1956-02-01T00:00:00Z,male,Democratic Party,1996-01-01T00:00:00Z,2003-01-01T00:00:00Z,"Mayor of Alexandria, Virginia",Alexandria,University of Southern California,research university
Kerry J. Donley,1956-02-01T00:00:00Z,male,Democratic Party,1996-01-01T00:00:00Z,2003-01-01T00:00:00Z,"Mayor of Alexandria, Virginia",Alexandria,University of Southern California,private not-for-profit educational institution
Kerry J. Donley,1956-02-01T00:00:00Z,male,Democratic Party,1996-01-01T00:00:00Z,2003-01-01T00:00:00Z,"Mayor of Alexandria, Virginia",Alexandria,University of Southern California,open-access publisher
Kevin Faulconer,1967-01-24T00:00:00Z,male,Republican Party,2014-03-03T00:00:00Z,2020-12-20T00:00:00Z,Mayor of San Diego,San Diego,Oxnard High School,high school
Kevin Faulconer,1967-01-24T00:00:00Z,male,Republican Party,2014-03-03T00:00:00Z,2020-12-20T00:00:00Z,Mayor of San Diego,San Diego,Oxnard High School,public school
Kevin Faulconer,1967-01-24T00:00:00Z,male,Republican Party,2014-03-03T00:00:00Z,2020-12-20T00:00:00Z,Mayor of San Diego,San Diego,San Diego State University,public educational institution of the United States
Kevin Faulconer,1967-01-24T00:00:00Z,male,Republican Party,2014-03-03T00:00:00Z,2020-12-20T00:00:00Z,Mayor of San Diego,San Diego,San Diego State University,public research university
Kevin Foy,1956-01-28T00:00:00Z,male,Democratic Party,2001-12-03T00:00:00Z,2009-12-03T00:00:00Z,"Mayor of Chapel Hill, North Carolina",Chapel Hill,Kenyon College,college
Kevin Foy,1956-01-28T00:00:00Z,male,Democratic Party,2001-12-03T00:00:00Z,2009-12-03T00:00:00Z,"Mayor of Chapel Hill, North Carolina",Chapel Hill,Kenyon College,university campus
Kevin Foy,1956-01-28T00:00:00Z,male,Democratic Party,2001-12-03T00:00:00Z,2009-12-03T00:00:00Z,"Mayor of Chapel Hill, North Carolina",Chapel Hill,Kenyon College,private not-for-profit educational institution
Kevin Foy,1956-01-28T00:00:00Z,male,Democratic Party,2001-12-03T00:00:00Z,2009-12-03T00:00:00Z,"Mayor of Chapel Hill, North Carolina",Chapel Hill,North Carolina College,school
Kevin Foy,1956-01-28T00:00:00Z,male,Democratic Party,2001-12-03T00:00:00Z,2009-12-03T00:00:00Z,"Mayor of Chapel Hill, North Carolina",Chapel Hill,North Carolina College,university
Kevin Foy,1956-01-28T00:00:00Z,male,Democratic Party,2001-12-03T00:00:00Z,2009-12-03T00:00:00Z,"Mayor of Chapel Hill, North Carolina",Chapel Hill,North Carolina College,historically black college or university
Kevin Foy,1956-01-28T00:00:00Z,male,Democratic Party,2001-12-03T00:00:00Z,2009-12-03T00:00:00Z,"Mayor of Chapel Hill, North Carolina",Chapel Hill,North Carolina College,public educational institution of the United States
Kevin Johnson,1966-03-04T00:00:00Z,male,Democratic Party,2008-12-02T00:00:00Z,2016-12-13T00:00:00Z,mayor of Sacramento,Sacramento,Sacramento Charter High School,charter high school
Kevin Johnson,1966-03-04T00:00:00Z,male,Democratic Party,2008-12-02T00:00:00Z,2016-12-13T00:00:00Z,mayor of Sacramento,Sacramento,"University of California, Berkeley",land-grant university
Kevin Johnson,1966-03-04T00:00:00Z,male,Democratic Party,2008-12-02T00:00:00Z,2016-12-13T00:00:00Z,mayor of Sacramento,Sacramento,"University of California, Berkeley",United Nations Depository Library
Kevin Johnson,1966-03-04T00:00:00Z,male,Democratic Party,2008-12-02T00:00:00Z,2016-12-13T00:00:00Z,mayor of Sacramento,Sacramento,"University of California, Berkeley",public educational institution of the United States
Kevin Johnson,1966-03-04T00:00:00Z,male,Democratic Party,2008-12-02T00:00:00Z,2016-12-13T00:00:00Z,mayor of Sacramento,Sacramento,"University of California, Berkeley",public research university
Kirk Caldwell,1952-09-04T00:00:00Z,male,Democratic Party,2013-01-02T00:00:00Z,2021-01-02T00:00:00Z,Mayor of Honolulu,Honolulu County,Tufts University,university
Kirk Caldwell,1952-09-04T00:00:00Z,male,Democratic Party,2013-01-02T00:00:00Z,2021-01-02T00:00:00Z,Mayor of Honolulu,Honolulu County,Tufts University,private not-for-profit educational institution
Kirk Caldwell,1952-09-04T00:00:00Z,male,Democratic Party,2013-01-02T00:00:00Z,2021-01-02T00:00:00Z,Mayor of Honolulu,Honolulu County,William S. Richardson School of Law,law school
Kitty Piercy,1942-07-06T00:00:00Z,female,Democratic Party,2005-01-01T00:00:00Z,2017-01-01T00:00:00Z,Mayor of Eugene,Eugene,Western Michigan University,public university
Kitty Piercy,1942-07-06T00:00:00Z,female,Democratic Party,2005-01-01T00:00:00Z,2017-01-01T00:00:00Z,Mayor of Eugene,Eugene,Western Michigan University,public educational institution of the United States
Kitty Piercy,1942-07-06T00:00:00Z,female,Democratic Party,2005-01-01T00:00:00Z,2017-01-01T00:00:00Z,Mayor of Eugene,Eugene,Western Michigan University,open-access publisher
Kurt Schmoke,1949-12-01T00:00:00Z,male,Democratic Party,1987-12-07T00:00:00Z,1999-12-07T00:00:00Z,Mayor of Baltimore,Baltimore,Balliol College,college of the University of Oxford
Kurt Schmoke,1949-12-01T00:00:00Z,male,Democratic Party,1987-12-07T00:00:00Z,1999-12-07T00:00:00Z,Mayor of Baltimore,Baltimore,Balliol College,university building
Kurt Schmoke,1949-12-01T00:00:00Z,male,Democratic Party,1987-12-07T00:00:00Z,1999-12-07T00:00:00Z,Mayor of Baltimore,Baltimore,Baltimore City College,high school
Kurt Schmoke,1949-12-01T00:00:00Z,male,Democratic Party,1987-12-07T00:00:00Z,1999-12-07T00:00:00Z,Mayor of Baltimore,Baltimore,Baltimore City College,public school
Kurt Schmoke,1949-12-01T00:00:00Z,male,Democratic Party,1987-12-07T00:00:00Z,1999-12-07T00:00:00Z,Mayor of Baltimore,Baltimore,Davenport College,college
Kurt Schmoke,1949-12-01T00:00:00Z,male,Democratic Party,1987-12-07T00:00:00Z,1999-12-07T00:00:00Z,Mayor of Baltimore,Baltimore,Harvard Law School,law school
Kurt Schmoke,1949-12-01T00:00:00Z,male,Democratic Party,1987-12-07T00:00:00Z,1999-12-07T00:00:00Z,Mayor of Baltimore,Baltimore,Harvard Law School,publishing company
Kurt Schmoke,1949-12-01T00:00:00Z,male,Democratic Party,1987-12-07T00:00:00Z,1999-12-07T00:00:00Z,Mayor of Baltimore,Baltimore,Harvard Law School,graduate school
Kurt Schmoke,1949-12-01T00:00:00Z,male,Democratic Party,1987-12-07T00:00:00Z,1999-12-07T00:00:00Z,Mayor of Baltimore,Baltimore,Yale College,college
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Cass Technical High School,high school
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Florida A&M University,school
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Florida A&M University,university
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Florida A&M University,land-grant university
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Florida A&M University,historically black college or university
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Florida A&M University,public educational institution of the United States
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Michigan State University,university
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Michigan State University,land-grant university
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Michigan State University,public educational institution of the United States
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Michigan State University,public research university
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Michigan State University College of Law,law school
Kwame Kilpatrick,1970-06-08T00:00:00Z,male,Democratic Party,2002-01-01T00:00:00Z,2008-09-18T00:00:00Z,"Mayor of Detroit, Michigan",Detroit,Michigan State University College of Law,private not-for-profit educational institution
Kyle Testerman,1934-12-27T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,Knoxville High School,secondary school
Kyle Testerman,1935-01-01T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,Knoxville High School,secondary school
Kyle Testerman,1934-12-27T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,university
Kyle Testerman,1935-01-01T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,university
Kyle Testerman,1934-12-27T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,neighborhood
Kyle Testerman,1935-01-01T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,neighborhood
Kyle Testerman,1934-12-27T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,land-grant university
Kyle Testerman,1935-01-01T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,land-grant university
Kyle Testerman,1934-12-27T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,public university
Kyle Testerman,1935-01-01T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,public university
Kyle Testerman,1934-12-27T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,sun grant institution
Kyle Testerman,1935-01-01T00:00:00Z,male,Republican Party,1972-01-01T00:00:00Z,1975-01-01T00:00:00Z,"Mayor of Knoxville, Tennessee",Knoxville,University of Tennessee,sun grant institution
