person,personLabel,birthDate,genderLabel,partyLabel,start,end,positionLabel,cityLabel,start_year,end_year,birth_year,age_at_start
http://www.wikidata.org/entity/Q6256187,John S. Bransford,1856-08-26 00:00:00+00:00,male,Democratic Party,1907-01-01 00:00:00+00:00,1911-01-01 00:00:00+00:00,"Mayor of Salt Lake City, Utah",Salt Lake City,1907,1911,1856,51
http://www.wikidata.org/entity/Q6256187,John S. Bransford,1856-08-26 00:00:00+00:00,male,American Party,1907-01-01 00:00:00+00:00,1911-01-01 00:00:00+00:00,"Mayor of Salt Lake City, Utah",Salt Lake City,1907,1911,1856,51
http://www.wikidata.org/entity/Q6258641,John Spencer,1946-11-17 00:00:00+00:00,male,Republican Party,1996-01-01 00:00:00+00:00,2004-01-01 00:00:00+00:00,"Mayor of Yonkers, New York",Yonkers,1996,2004,1946,50
http://www.wikidata.org/entity/Q22005664,John Tecklenburg,1955-01-01 00:00:00+00:00,male,Democratic Party,2016-01-11 00:00:00+00:00,2024-01-08 00:00:00+00:00,"Mayor of Charleston, South Carolina",Charleston,2016,2024,1955,61
http://www.wikidata.org/entity/Q880736,John Thompson Hoffman,1828-01-10 00:00:00+00:00,male,Democratic Party,1867-01-01 00:00:00+00:00,1868-11-30 00:00:00+00:00,Mayor of New York City,New York City,1867,1868,1828,39
http://www.wikidata.org/entity/Q133811358,John V. Hampton,1929-07-14 00:00:00+00:00,male,Republican Party,1964-01-01 00:00:00+00:00,1968-01-01 00:00:00+00:00,"Mayor of Muncie, Indiana",Muncie,1964,1968,1929,35
http://www.wikidata.org/entity/Q1702000,John Van Dyke,1807-04-03 00:00:00+00:00,male,Republican Party,1846-01-01 00:00:00+00:00,1847-01-01 00:00:00+00:00,"Mayor of New Brunswick, New Jersey",New Brunswick,1846,1847,1807,39
http://www.wikidata.org/entity/Q1702000,John Van Dyke,1807-04-03 00:00:00+00:00,male,Whig Party,1846-01-01 00:00:00+00:00,1847-01-01 00:00:00+00:00,"Mayor of New Brunswick, New Jersey",New Brunswick,1846,1847,1807,39
http://www.wikidata.org/entity/Q6261664,John Vincent Kenny,1893-04-06 00:00:00+00:00,male,Democratic Party,1949-07-01 00:00:00+00:00,1953-12-15 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1949,1953,1893,56
http://www.wikidata.org/entity/Q795522,John W. Geary,1819-12-30 00:00:00+00:00,male,Republican Party,1850-05-01 00:00:00+00:00,1851-05-04 00:00:00+00:00,mayor of San Francisco,City and County of San Francisco,1850,1851,1819,31
http://www.wikidata.org/entity/Q795522,John W. Geary,1819-12-30 00:00:00+00:00,male,Democratic Party,1850-05-01 00:00:00+00:00,1851-05-04 00:00:00+00:00,mayor of San Francisco,City and County of San Francisco,1850,1851,1819,31
http://www.wikidata.org/entity/Q20031298,John Weaver,1861-10-05 00:00:00+00:00,male,Republican Party,1903-01-01 00:00:00+00:00,1907-01-01 00:00:00+00:00,"Mayor of Philadelphia, Pennsylvania",Philadelphia,1903,1907,1861,42
http://www.wikidata.org/entity/Q361224,John Wentworth,1815-03-05 00:00:00+00:00,male,Republican Party,1857-01-01 00:00:00+00:00,1858-01-01 00:00:00+00:00,Mayor of Chicago,Chicago,1857,1858,1815,42
http://www.wikidata.org/entity/Q361224,John Wentworth,1815-03-05 00:00:00+00:00,male,Democratic Party,1857-01-01 00:00:00+00:00,1858-01-01 00:00:00+00:00,Mayor of Chicago,Chicago,1857,1858,1815,42
http://www.wikidata.org/entity/Q6262095,John William Allen,1802-08-01 00:00:00+00:00,male,Republican Party,1841-01-01 00:00:00+00:00,1841-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1841,1841,1802,39
http://www.wikidata.org/entity/Q6262095,John William Allen,1802-08-01 00:00:00+00:00,male,Whig Party,1841-01-01 00:00:00+00:00,1841-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1841,1841,1802,39
http://www.wikidata.org/entity/Q14917221,John William Coughlin,1861-06-09 00:00:00+00:00,male,Democratic Party,1890-01-01 00:00:00+00:00,1893-01-01 00:00:00+00:00,Mayor of Fall River,Fall River,1890,1893,1861,29
http://www.wikidata.org/entity/Q6262558,John William Smith,1882-04-12 00:00:00+00:00,male,Republican Party,1924-01-01 00:00:00+00:00,1928-01-01 00:00:00+00:00,"Mayor of Detroit, Michigan",Detroit,1924,1928,1882,42
http://www.wikidata.org/entity/Q6262558,John William Smith,1882-04-12 00:00:00+00:00,male,Republican Party,1933-01-01 00:00:00+00:00,1934-01-01 00:00:00+00:00,"Mayor of Detroit, Michigan",Detroit,1933,1934,1882,51
http://www.wikidata.org/entity/Q16731517,Jon Lindgren,1939-01-01 00:00:00+00:00,male,Democratic Party,1978-01-01 00:00:00+00:00,1994-01-01 00:00:00+00:00,"Mayor of Fargo, North Dakota",Fargo,1978,1994,1939,39
http://www.wikidata.org/entity/Q6272230,Jonas R. McClintock,1808-01-08 00:00:00+00:00,male,Democratic Party,1836-01-01 00:00:00+00:00,1839-01-01 00:00:00+00:00,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,1836,1839,1808,28
http://www.wikidata.org/entity/Q20179431,Jonathan Howes,1937-04-11 00:00:00+00:00,male,Democratic Party,1987-01-01 00:00:00+00:00,1991-01-01 00:00:00+00:00,"Mayor of Chapel Hill, North Carolina",Chapel Hill,1987,1991,1937,50
http://www.wikidata.org/entity/Q18685915,Jorge Elorza,1976-11-24 00:00:00+00:00,male,Democratic Party,2015-01-05 00:00:00+00:00,2023-01-02 00:00:00+00:00,"Mayor of Providence, Rhode Island",Providence,2015,2023,1976,39
http://www.wikidata.org/entity/Q3185334,Jose Mascarel,1816-04-18 00:00:00+00:00,male,Republican Party,1865-01-01 00:00:00+00:00,1866-01-01 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1865,1866,1816,49
http://www.wikidata.org/entity/Q22959010,"Joseph A. Doorley, Jr.",1930-10-12 00:00:00+00:00,male,Democratic Party,1965-01-05 00:00:00+00:00,1975-01-06 00:00:00+00:00,"Mayor of Providence, Rhode Island",Providence,1965,1975,1930,35
http://www.wikidata.org/entity/Q6282792,Joseph E. Finerty,1905-01-01 00:00:00+00:00,male,Democratic Party,1943-01-01 00:00:00+00:00,1948-01-01 00:00:00+00:00,"Mayor of Gary, Indiana",Gary,1943,1948,1905,38
http://www.wikidata.org/entity/Q6283280,Joseph G. Armstrong,1867-02-02 00:00:00+00:00,male,Republican Party,1914-01-05 00:00:00+00:00,1918-01-07 00:00:00+00:00,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,1914,1918,1867,47
http://www.wikidata.org/entity/Q6283596,Joseph Griffo,1956-01-16 00:00:00+00:00,male,Republican Party,1992-01-01 00:00:00+00:00,2003-01-01 00:00:00+00:00,"Mayor of Rome, New York",Rome,1992,2003,1956,36
http://www.wikidata.org/entity/Q131376529,Joseph H. Lawler,1884-04-24 00:00:00+00:00,male,Democratic Party,1914-01-01 00:00:00+00:00,1916-01-01 00:00:00+00:00,"Mayor of Hartford, Connecticut",Hartford,1914,1916,1884,30
http://www.wikidata.org/entity/Q6284668,Joseph Koziura,1953-03-08 00:00:00+00:00,male,Democratic Party,1996-01-03 00:00:00+00:00,2000-01-01 00:00:00+00:00,"Mayor of Lorain, Ohio",Lorain,1996,2000,1953,43
http://www.wikidata.org/entity/Q6285088,Joseph M. Barr,1906-05-28 00:00:00+00:00,male,Democratic Party,1959-12-02 00:00:00+00:00,1970-01-05 00:00:00+00:00,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,1959,1970,1906,53
http://www.wikidata.org/entity/Q295275,Joseph Medill,1823-04-06 00:00:00+00:00,male,Republican Party,1871-01-01 00:00:00+00:00,1873-01-01 00:00:00+00:00,Mayor of Chicago,Chicago,1871,1873,1823,48
http://www.wikidata.org/entity/Q6286030,"Joseph P. Riley, Jr.",1943-06-19 00:00:00+00:00,male,Democratic Party,1975-12-15 00:00:00+00:00,2016-01-11 00:00:00+00:00,"Mayor of Charleston, South Carolina",Charleston,1975,2016,1943,32
http://www.wikidata.org/entity/Q6287566,Joseph V. McKee,1889-08-08 00:00:00+00:00,male,Democratic Party,1932-09-01 00:00:00+00:00,1932-12-31 00:00:00+00:00,Mayor of New York City,New York City,1932,1932,1889,43
http://www.wikidata.org/entity/Q5610442,Joshua J. Cohen,1973-05-31 00:00:00+00:00,male,Democratic Party,2009-12-07 00:00:00+00:00,2013-12-02 00:00:00+00:00,Mayor of Annapolis,Annapolis,2009,2013,1973,36
http://www.wikidata.org/entity/Q48969819,Joyce Craig,1967-03-30 00:00:00+00:00,female,Democratic Party,2018-01-02 00:00:00+00:00,2024-01-02 00:00:00+00:00,"Mayor of Manchester, New Hampshire",Manchester,2018,2024,1967,51
http://www.wikidata.org/entity/Q6309790,Julius Fleischmann,1871-06-08 00:00:00+00:00,male,Republican Party,1900-01-01 00:00:00+00:00,1905-01-01 00:00:00+00:00,"mayor of Cincinnati, Ohio",Cincinnati,1900,1905,1871,29
http://www.wikidata.org/entity/Q6309790,Julius Fleischmann,1872-06-08 00:00:00+00:00,male,Republican Party,1900-01-01 00:00:00+00:00,1905-01-01 00:00:00+00:00,"mayor of Cincinnati, Ohio",Cincinnati,1900,1905,1872,28
http://www.wikidata.org/entity/Q970720,Julián Castro,1974-09-16 00:00:00+00:00,male,Democratic Party,2009-06-01 00:00:00+00:00,2014-07-22 00:00:00+00:00,Mayor of San Antonio,San Antonio,2009,2014,1974,35
http://www.wikidata.org/entity/Q6311443,Jun H. Choi,1971-05-17 00:00:00+00:00,male,Democratic Party,2006-01-01 00:00:00+00:00,2010-01-01 00:00:00+00:00,"Mayor of Edison, New Jersey",Edison,2006,2010,1971,35
http://www.wikidata.org/entity/Q73648323,Justin Wilson,1979-01-01 00:00:00+00:00,male,Democratic Party,2019-01-02 00:00:00+00:00,2025-01-02 00:00:00+00:00,"Mayor of Alexandria, Virginia",Alexandria,2019,2025,1979,40
http://www.wikidata.org/entity/Q58494727,Kandie Smith,1969-10-20 00:00:00+00:00,female,Democratic Party,2017-07-07 00:00:00+00:00,2017-12-12 00:00:00+00:00,"Mayor of Greenville, North Carolina",Greenville,2017,2017,1969,48
http://www.wikidata.org/entity/Q6369651,Karen Freeman-Wilson,1960-10-24 00:00:00+00:00,female,Democratic Party,2012-01-01 00:00:00+00:00,2019-12-31 00:00:00+00:00,"Mayor of Gary, Indiana",Gary,2012,2019,1960,52
http://www.wikidata.org/entity/Q6374539,Kasim Reed,1969-06-10 00:00:00+00:00,male,Democratic Party,2010-01-03 00:00:00+00:00,2018-01-02 00:00:00+00:00,"Mayor of Atlanta, Georgia",Atlanta,2010,2018,1969,41
http://www.wikidata.org/entity/Q73769994,Kate Snyder,1970-01-01 00:00:00+00:00,female,Democratic Party,2019-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,"Mayor of Portland, Maine",Portland,2019,2023,1970,49
http://www.wikidata.org/entity/Q6377067,Kathryn J. Whitmire,1946-08-15 00:00:00+00:00,female,Democratic Party,1982-01-01 00:00:00+00:00,1992-01-01 00:00:00+00:00,Mayor of Houston,Houston,1982,1992,1946,36
http://www.wikidata.org/entity/Q468807,Kay Granger,1943-01-18 00:00:00+00:00,female,Republican Party,1991-01-01 00:00:00+00:00,1995-01-01 00:00:00+00:00,"Mayor of Fort Worth, Texas",Fort Worth,1991,1995,1943,48
http://www.wikidata.org/entity/Q42770663,Keisha Lance Bottoms,1970-01-18 00:00:00+00:00,female,Democratic Party,2018-01-02 00:00:00+00:00,2022-01-03 00:00:00+00:00,"Mayor of Atlanta, Georgia",Atlanta,2018,2022,1970,48
http://www.wikidata.org/entity/Q16186717,Keith Ingram,1955-04-12 00:00:00+00:00,male,Democratic Party,1987-01-01 00:00:00+00:00,1994-01-01 00:00:00+00:00,"Mayor of West Memphis, Arkansas",West Memphis,1987,1994,1955,32
http://www.wikidata.org/entity/Q6385421,Kel Seliger,1953-06-16 00:00:00+00:00,male,Republican Party,1993-01-01 00:00:00+00:00,2001-01-01 00:00:00+00:00,"Mayor of Amarillo, Texas",Amarillo,1993,2001,1953,40
http://www.wikidata.org/entity/Q6387789,Ken Hinchey,1912-09-09 00:00:00+00:00,male,Republican Party,1955-01-01 00:00:00+00:00,1956-01-01 00:00:00+00:00,"Mayor of Anchorage, Alaska",Anchorage,1955,1956,1912,43
http://www.wikidata.org/entity/Q21934087,Ken Waddell,1953-09-11 00:00:00+00:00,male,Democratic Party,2005-01-01 00:00:00+00:00,2012-01-01 00:00:00+00:00,"Mayor of Chadbourn, North Carolina",Chadbourn,2005,2012,1953,52
http://www.wikidata.org/entity/Q6389784,Kenneth A. Gibson,1932-05-15 00:00:00+00:00,male,Democratic Party,1970-07-01 00:00:00+00:00,1986-07-01 00:00:00+00:00,"Mayor of Newark, New Jersey",Newark,1970,1986,1932,38
http://www.wikidata.org/entity/Q6389985,"Kenneth Cockrel, Jr.",1965-10-29 00:00:00+00:00,male,Democratic Party,2008-09-19 00:00:00+00:00,2009-05-11 00:00:00+00:00,"Mayor of Detroit, Michigan",Detroit,2008,2009,1965,43
http://www.wikidata.org/entity/Q6394547,Kerry J. Donley,1956-02-01 00:00:00+00:00,male,Democratic Party,1996-01-01 00:00:00+00:00,2003-01-01 00:00:00+00:00,"Mayor of Alexandria, Virginia",Alexandria,1996,2003,1956,40
http://www.wikidata.org/entity/Q6396259,Kevin Faulconer,1967-01-24 00:00:00+00:00,male,Republican Party,2014-03-03 00:00:00+00:00,2020-12-20 00:00:00+00:00,Mayor of San Diego,San Diego,2014,2020,1967,47
http://www.wikidata.org/entity/Q6396312,Kevin Foy,1956-01-28 00:00:00+00:00,male,Democratic Party,2001-12-03 00:00:00+00:00,2009-12-03 00:00:00+00:00,"Mayor of Chapel Hill, North Carolina",Chapel Hill,2001,2009,1956,45
http://www.wikidata.org/entity/Q203286,Kevin Johnson,1966-03-04 00:00:00+00:00,male,Democratic Party,2008-12-02 00:00:00+00:00,2016-12-13 00:00:00+00:00,mayor of Sacramento,Sacramento,2008,2016,1966,42
http://www.wikidata.org/entity/Q6415403,Kirk Caldwell,1952-09-04 00:00:00+00:00,male,Democratic Party,2013-01-02 00:00:00+00:00,2021-01-02 00:00:00+00:00,Mayor of Honolulu,Honolulu County,2013,2021,1952,61
http://www.wikidata.org/entity/Q6418596,Kitty Piercy,1942-07-06 00:00:00+00:00,female,Democratic Party,2005-01-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,Mayor of Eugene,Eugene,2005,2017,1942,63
http://www.wikidata.org/entity/Q16137482,Kurt Schmoke,1949-12-01 00:00:00+00:00,male,Democratic Party,1987-12-07 00:00:00+00:00,1999-12-07 00:00:00+00:00,Mayor of Baltimore,Baltimore,1987,1999,1949,38
http://www.wikidata.org/entity/Q1365715,Kwame Kilpatrick,1970-06-08 00:00:00+00:00,male,Democratic Party,2002-01-01 00:00:00+00:00,2008-09-18 00:00:00+00:00,"Mayor of Detroit, Michigan",Detroit,2002,2008,1970,32
http://www.wikidata.org/entity/Q6451467,Kyle Testerman,1934-12-27 00:00:00+00:00,male,Republican Party,1972-01-01 00:00:00+00:00,1975-01-01 00:00:00+00:00,"Mayor of Knoxville, Tennessee",Knoxville,1972,1975,1934,38
http://www.wikidata.org/entity/Q6451467,Kyle Testerman,1935-01-01 00:00:00+00:00,male,Republican Party,1972-01-01 00:00:00+00:00,1975-01-01 00:00:00+00:00,"Mayor of Knoxville, Tennessee",Knoxville,1972,1975,1935,37
http://www.wikidata.org/entity/Q6451467,Kyle Testerman,1934-12-27 00:00:00+00:00,male,Republican Party,1984-01-01 00:00:00+00:00,1987-01-12 00:00:00+00:00,"Mayor of Knoxville, Tennessee",Knoxville,1984,1987,1934,50
http://www.wikidata.org/entity/Q6451467,Kyle Testerman,1935-01-01 00:00:00+00:00,male,Republican Party,1984-01-01 00:00:00+00:00,1987-01-12 00:00:00+00:00,"Mayor of Knoxville, Tennessee",Knoxville,1984,1987,1935,49
http://www.wikidata.org/entity/Q6456488,L. Harvey Smith,1948-12-19 00:00:00+00:00,male,Democratic Party,2004-05-26 00:00:00+00:00,2004-11-11 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,2004,2004,1948,56
http://www.wikidata.org/entity/Q6490188,Larry Delgado,1936-01-01 00:00:00+00:00,male,Democratic Party,1998-01-01 00:00:00+00:00,2006-01-01 00:00:00+00:00,Alcalde-Mayor of Santa Fe,Santa Fe,1998,2006,1936,62
http://www.wikidata.org/entity/Q13217636,Laura Miller,1958-11-18 00:00:00+00:00,female,Democratic Party,2002-02-20 00:00:00+00:00,2007-06-25 00:00:00+00:00,"Mayor of Dallas, Texas",Dallas,2002,2007,1958,44
http://www.wikidata.org/entity/Q6504061,Lawrence Francis Kramer,1933-02-24 00:00:00+00:00,male,Republican Party,1967-01-01 00:00:00+00:00,1972-01-01 00:00:00+00:00,"Mayor of Paterson, New Jersey",Paterson,1967,1972,1933,34
http://www.wikidata.org/entity/Q6504061,Lawrence Francis Kramer,1933-02-24 00:00:00+00:00,male,Republican Party,1975-01-01 00:00:00+00:00,1982-01-01 00:00:00+00:00,"Mayor of Paterson, New Jersey",Paterson,1975,1982,1933,42
http://www.wikidata.org/entity/Q866128,Lee Patrick Brown,1937-10-04 00:00:00+00:00,male,Democratic Party,1998-01-02 00:00:00+00:00,2004-01-02 00:00:00+00:00,Mayor of Houston,Houston,1998,2004,1937,61
http://www.wikidata.org/entity/Q21005486,Lenny Curry,1970-07-19 00:00:00+00:00,male,Republican Party,2015-07-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,"Mayor of Jacksonville, Florida",Jacksonville,2015,2023,1970,45
http://www.wikidata.org/entity/Q30569470,Leonidas Guthrie,1875-04-18 00:00:00+00:00,male,Republican Party,1906-01-01 00:00:00+00:00,1910-01-01 00:00:00+00:00,"Mayor of Muncie, Indiana",Muncie,1906,1910,1875,31
http://www.wikidata.org/entity/Q6529027,Leroy S. Bendheim,1906-02-12 00:00:00+00:00,male,Democratic Party,1955-01-01 00:00:00+00:00,1961-01-01 00:00:00+00:00,"Mayor of Alexandria, Virginia",Alexandria,1955,1961,1906,49
http://www.wikidata.org/entity/Q18619510,Levar Stoney,1981-03-20 00:00:00+00:00,male,Democratic Party,2017-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,"Mayor of Richmond, Virginia",Richmond,2017,2025,1981,36
http://www.wikidata.org/entity/Q295279,Levi Day Boone,1808-12-06 00:00:00+00:00,male,Know Nothing Party,1855-01-01 00:00:00+00:00,1856-01-01 00:00:00+00:00,Mayor of Chicago,Chicago,1855,1856,1808,47
http://www.wikidata.org/entity/Q6535493,Levi Richard Ellert,1857-10-20 00:00:00+00:00,male,Republican Party,1893-01-04 00:00:00+00:00,1895-01-06 00:00:00+00:00,mayor of San Francisco,City and County of San Francisco,1893,1895,1857,36
http://www.wikidata.org/entity/Q1691312,Lewis McKenzie,1810-10-07 00:00:00+00:00,male,Republican Party,1861-01-01 00:00:00+00:00,1863-01-01 00:00:00+00:00,"Mayor of Alexandria, Virginia",Alexandria,1861,1863,1810,51
http://www.wikidata.org/entity/Q1691312,Lewis McKenzie,1810-10-07 00:00:00+00:00,male,Unionist Party,1861-01-01 00:00:00+00:00,1863-01-01 00:00:00+00:00,"Mayor of Alexandria, Virginia",Alexandria,1861,1863,1810,51
http://www.wikidata.org/entity/Q6537163,Lewis Wesley Cutrer,1904-11-05 00:00:00+00:00,male,Democratic Party,1958-01-01 00:00:00+00:00,1964-01-01 00:00:00+00:00,Mayor of Houston,Houston,1958,1964,1904,54
http://www.wikidata.org/entity/Q8985526,Lily Lee Chen,1936-05-27 00:00:00+00:00,female,Democratic Party,1983-11-28 00:00:00+00:00,1984-09-10 00:00:00+00:00,"Mayor of Monterey Park, California",Monterey Park,1983,1984,1936,47
http://www.wikidata.org/entity/Q231701,Linda Lingle,1953-06-04 00:00:00+00:00,female,Republican Party,1991-01-02 00:00:00+00:00,1999-01-02 00:00:00+00:00,Mayor of Maui County,Maui County,1991,1999,1953,38
http://www.wikidata.org/entity/Q115522396,Lindsey Horvath,1983-06-30 00:00:00+00:00,female,Republican Party,2015-04-30 00:00:00+00:00,2016-04-30 00:00:00+00:00,"Mayor of West Hollywood, California",West Hollywood,2015,2016,1983,32
http://www.wikidata.org/entity/Q115522396,Lindsey Horvath,1983-06-30 00:00:00+00:00,female,Democratic Party,2015-04-30 00:00:00+00:00,2016-04-30 00:00:00+00:00,"Mayor of West Hollywood, California",West Hollywood,2015,2016,1983,32
http://www.wikidata.org/entity/Q115522396,Lindsey Horvath,1983-06-30 00:00:00+00:00,female,Republican Party,2020-05-18 00:00:00+00:00,2021-09-20 00:00:00+00:00,"Mayor of West Hollywood, California",West Hollywood,2020,2021,1983,37
http://www.wikidata.org/entity/Q115522396,Lindsey Horvath,1983-06-30 00:00:00+00:00,female,Democratic Party,2020-05-18 00:00:00+00:00,2021-09-20 00:00:00+00:00,"Mayor of West Hollywood, California",West Hollywood,2020,2021,1983,37
http://www.wikidata.org/entity/Q55183417,Lisa Swain,1958-04-16 00:00:00+00:00,female,Democratic Party,2011-01-01 00:00:00+00:00,2011-01-01 00:00:00+00:00,"Mayor of Fair Lawn, New Jersey",Fair Lawn,2011,2011,1958,53
http://www.wikidata.org/entity/Q6659691,Livingston Wellesley Bethel,1845-10-26 00:00:00+00:00,male,Democratic Party,1876-01-01 00:00:00+00:00,1880-01-01 00:00:00+00:00,"Mayor of Key West, Florida",Key West,1876,1880,1845,31
http://www.wikidata.org/entity/Q6669880,London Breed,1974-08-11 00:00:00+00:00,female,Democratic Party,2017-12-12 00:00:00+00:00,2018-01-23 00:00:00+00:00,mayor of San Francisco,City and County of San Francisco,2017,2018,1974,43
http://www.wikidata.org/entity/Q6669880,London Breed,1974-08-11 00:00:00+00:00,female,Democratic Party,2018-07-11 00:00:00+00:00,2025-01-08 00:00:00+00:00,mayor of San Francisco,City and County of San Francisco,2018,2025,1974,44
http://www.wikidata.org/entity/Q6680613,Lorenzo A. Kelsey,1803-02-22 00:00:00+00:00,male,Democratic Party,1848-01-01 00:00:00+00:00,1848-12-31 00:00:00+00:00,mayor of Cleveland,Cleveland,1848,1848,1803,45
http://www.wikidata.org/entity/Q6680960,Loretta Clawson,1944-10-23 00:00:00+00:00,female,Democratic Party,2005-01-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,"Mayor of Boone, North Carolina",Boone,2005,2013,1944,61
http://www.wikidata.org/entity/Q6680989,Loretta Spencer,1937-06-20 00:00:00+00:00,female,Democratic Party,1996-10-04 00:00:00+00:00,2008-11-03 00:00:00+00:00,"Mayor of Huntsville, Alabama",Huntsville,1996,2008,1937,59
http://www.wikidata.org/entity/Q115522128,Lori Chavez-DeRemer,1968-04-07 00:00:00+00:00,female,Republican Party,2011-01-18 00:00:00+00:00,2019-01-15 00:00:00+00:00,Mayor of Happy Valley,Happy Valley,2011,2019,1968,43
http://www.wikidata.org/entity/Q56486914,Lori Lightfoot,1962-08-04 00:00:00+00:00,female,Democratic Party,2019-05-20 00:00:00+00:00,2023-05-15 00:00:00+00:00,Mayor of Chicago,Chicago,2019,2023,1962,57
http://www.wikidata.org/entity/Q6681626,Lorraine H. Morton,1918-12-08 00:00:00+00:00,female,Democratic Party,1993-01-01 00:00:00+00:00,2009-01-01 00:00:00+00:00,"Mayor of Evanston, Illinois",Evanston,1993,2009,1918,75
http://www.wikidata.org/entity/Q18687929,Lorraine Inouye,1940-06-22 00:00:00+00:00,female,Democratic Party,1990-01-01 00:00:00+00:00,1992-12-07 00:00:00+00:00,Mayor of Hawaii County,Hawaii County,1990,1992,1940,50
http://www.wikidata.org/entity/Q6685032,Lottie Shackelford,1941-04-30 00:00:00+00:00,female,Democratic Party,1987-01-01 00:00:00+00:00,1988-12-01 00:00:00+00:00,"Mayor of Little Rock, Arkansas",Little Rock,1987,1988,1941,46
http://www.wikidata.org/entity/Q15972655,Louie Welch,1918-12-09 00:00:00+00:00,male,Republican Party,1964-01-01 00:00:00+00:00,1974-01-01 00:00:00+00:00,Mayor of Houston,Houston,1964,1974,1918,46
http://www.wikidata.org/entity/Q73571559,Louis D. Campbell,1852-01-01 00:00:00+00:00,male,Republican Party,1900-01-01 00:00:00+00:00,1904-01-01 00:00:00+00:00,"Mayor of Tacoma, Washington",Tacoma,1900,1904,1852,48
http://www.wikidata.org/entity/Q6687826,Louis Miriani,1897-01-01 00:00:00+00:00,male,Republican Party,1957-09-12 00:00:00+00:00,1957-09-12 00:00:00+00:00,"Mayor of Detroit, Michigan",Detroit,1957,1957,1897,60
http://www.wikidata.org/entity/Q16193808,Luis A. Quintana,1960-01-29 00:00:00+00:00,male,Democratic Party,2013-11-04 00:00:00+00:00,2014-07-01 00:00:00+00:00,"Mayor of Newark, New Jersey",Newark,2013,2014,1960,53
http://www.wikidata.org/entity/Q766320,Luke Ravenstahl,1980-02-06 00:00:00+00:00,male,Democratic Party,2006-09-01 00:00:00+00:00,2014-01-06 00:00:00+00:00,"Mayor of Pittsburgh, Pennsylvania",Pittsburgh,2006,2014,1980,26
http://www.wikidata.org/entity/Q28911622,Lyda Krewson,1953-11-14 00:00:00+00:00,female,Democratic Party,2017-04-18 00:00:00+00:00,2021-04-20 00:00:00+00:00,Mayor of St. Louis,St. Louis,2017,2021,1953,64
http://www.wikidata.org/entity/Q6727040,Madeline Rogero,1952-07-26 00:00:00+00:00,female,Democratic Party,2011-12-17 00:00:00+00:00,2019-12-21 00:00:00+00:00,"Mayor of Knoxville, Tennessee",Knoxville,2011,2019,1952,59
http://www.wikidata.org/entity/Q16065789,Madison Post,1815-01-22 00:00:00+00:00,male,Know Nothing Party,1858-02-10 00:00:00+00:00,1859-02-12 00:00:00+00:00,"Mayor of Tampa, Florida",Tampa,1858,1859,1815,43
http://www.wikidata.org/entity/Q3281706,Malcolm Edwin Nichols,1876-05-08 00:00:00+00:00,male,Republican Party,1926-01-01 00:00:00+00:00,1930-01-01 00:00:00+00:00,Mayor of Boston,Boston,1926,1930,1876,50
http://www.wikidata.org/entity/Q2114663,Mamie Locke,1954-03-19 00:00:00+00:00,female,Democratic Party,2000-07-01 00:00:00+00:00,2004-01-14 00:00:00+00:00,"Mayor of Hampton, Virginia",Hampton,2000,2004,1954,46
http://www.wikidata.org/entity/Q6752835,Manuel Requena,1802-01-01 00:00:00+00:00,male,Republican Party,1856-09-22 00:00:00+00:00,1856-10-04 00:00:00+00:00,Mayor of the City of Los Angeles,Los Angeles,1856,1856,1802,54
http://www.wikidata.org/entity/Q2379645,Marc Morial,1958-01-03 00:00:00+00:00,male,Democratic Party,1994-05-02 00:00:00+00:00,2002-05-06 00:00:00+00:00,Mayor of New Orleans,New Orleans,1994,2002,1958,36
http://www.wikidata.org/entity/Q30518919,Marcus C. Smith,1825-04-11 00:00:00+00:00,male,Republican Party,1869-01-01 00:00:00+00:00,1877-01-01 00:00:00+00:00,"Mayor of Muncie, Indiana",Muncie,1869,1877,1825,44
http://www.wikidata.org/entity/Q16104545,Marilyn Roman,1936-03-01 00:00:00+00:00,female,Democratic Party,1992-02-14 00:00:00+00:00,1992-06-30 00:00:00+00:00,"Mayor of Jersey City, New Jersey",Jersey City,1992,1992,1936,56
http://www.wikidata.org/entity/Q1898180,Marilyn Strickland,1962-01-01 00:00:00+00:00,female,Democratic Party,2010-01-05 00:00:00+00:00,2018-01-02 00:00:00+00:00,"Mayor of Tacoma, Washington",Tacoma,2010,2018,1962,48
http://www.wikidata.org/entity/Q938243,Marion Barry,1936-03-06 00:00:00+00:00,male,Democratic Party,1979-01-02 00:00:00+00:00,1991-01-02 00:00:00+00:00,Mayor of the District of Columbia,District of Columbia,1979,1991,1936,43
